x,y,z,qx,qy,qz,qw,speed
89657.6,43131.5,0,0,0,-0.697111,0.716963,8.33333
89657.5,43130.8,0,0,0,-0.719409,0.694587,8.33333
89657.3,43130.1,0,0,0,-0.740017,0.672588,8.33333
89657.2,43129.4,0,0,0,-0.757079,0.653323,8.33333
89657.1,43128.7,0,0,0,-0.769732,0.638367,8.33333
89657.1,43128,0,0,0,-0.780703,0.624903,8.33333
89657,43127.3,0,0,0,-0.79346,0.608623,8.33333
89656.9,43126.6,0,0,0,-0.811087,0.584925,8.33333
89656.7,43125.9,0,0,0,-0.83599,0.548745,8.33333
89656.4,43125.3,0,0,0,-0.867343,0.497711,8.33333
89656,43124.8,0,0,0,-0.897842,0.440317,8.33333
89655.5,43124.2,0,0,0,-0.921382,0.388658,8.33333
89655,43123.7,0,0,0,-0.934496,0.355975,8.33333
89654.4,43123.3,0,0,0,-0.935087,0.354419,8.33333
89653.8,43122.8,0,0,0,-0.928587,0.371114,8.33333
89653.2,43122.5,0,0,0,-0.928597,0.37109,8.33333
89652.6,43122.2,0,0,0,-0.948021,0.318208,8.33333
89651.9,43121.9,0,0,0,-0.985104,0.171959,8.33333
89651.3,43121.7,0,0,0,-0.997551,-0.0699373,8.33333
89650.6,43121.5,0,0,0,-0.962796,-0.27023,8.33333
89649.9,43121.4,0,0,0,-0.960409,-0.278593,8.33333
89649.2,43121.3,0,0,0,-0.99822,0.0596403,8.33333
89648.5,43121.3,0,0,0,-0.674568,0.738213,8.33333
89647.8,43121.3,0,0,0,0.24396,0.969785,8.33333
89647.1,43121.4,0,0,0,0.920269,0.391286,8.33333
89646.4,43121.4,0,0,0,0.983337,-0.18179,8.33333
89645.7,43121.5,0,0,0,0.93706,-0.349169,8.33333
89645,43121.6,0,0,0,0.966325,-0.257326,8.33333
89644.3,43121.6,0,0,0,0.999001,-0.0446878,8.33333
89643.6,43121.7,0,0,0,0.990212,0.139571,8.33333
89642.9,43121.9,0,0,0,0.97656,0.215248,8.33333
89642.2,43122.1,0,0,0,0.97566,0.219287,8.33333
89641.5,43122.3,0,0,0,0.980659,0.195723,8.33333
89640.9,43122.5,0,0,0,0.982407,0.186753,8.33333
89640.2,43122.9,0,0,0,0.978517,0.206166,8.33333
89639.6,43123.2,0,0,0,0.970753,0.240081,8.33333
89639,43123.6,0,0,0,0.961832,0.273639,8.33333
89638.4,43124,0,0,0,0.955361,0.295441,8.33333
89637.8,43124.4,0,0,0,0.951446,0.307817,8.33333
89637.3,43124.8,0,0,0,0.948508,0.316752,8.33333
89636.7,43125.2,0,0,0,0.944634,0.328126,8.33333
89636.2,43125.6,0,0,0,0.938189,0.346124,8.33333
89635.6,43126.1,0,0,0,0.929736,0.368226,8.33333
89635.1,43126.6,0,0,0,0.920701,0.390268,8.33333
89634.6,43127.1,0,0,0,0.912877,0.408235,8.33333
89634.2,43127.6,0,0,0,0.90772,0.419577,8.33333
89633.8,43128.2,0,0,0,0.905195,0.424998,8.33333
89633.3,43128.8,0,0,0,0.9049,0.425625,8.33333
89632.9,43129.4,0,0,0,0.906343,0.422543,8.33333
89632.5,43129.9,0,0,0,0.90899,0.416819,8.33333
89632.1,43130.4,0,0,0,0.912303,0.409516,8.33333
89631.6,43130.9,0,0,0,0.915766,0.401711,8.33333
89631,43131.4,0,0,0,0.918899,0.394494,8.33333
